@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Gender {Women,Men}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Cost_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Return_Rate {High,Low,Medium}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Outerwear,Levi’s,'Polo Shirt',Women,M,Orange,Summer,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,High,Elder,Infrequent,Excellent,Low,Medium,'High Sales'
Tops,Wrangler,Jacket,Women,XL,Black,Winter,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,Low,Elder,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Versace,Leggings,Men,M,Blue,Winter,Card,New,Medium,Medium,Small,High,High,Low,Teen,Moderate,Poor,Low,Medium,'High Sales'
Tops,Levi’s,Palazzo,Men,L,Yellow,Winter,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,Medium,Senior,Moderate,Excellent,High,Medium,'High Sales'
Athleisure,'Under Armour',Skirt,Men,XXL,Purple,Winter,Card,Returning,Medium,Medium,Large,High,High,High,Senior,Moderate,Poor,Low,Medium,'High Sales'
Athleisure,H&M,Sweatshirt,Men,S,Pink,Winter,'Net Banking',Returning,Medium,Medium,Large,Medium,High,Low,Teen,Infrequent,Average,Low,Medium,'High Sales'
Outerwear,Levi’s,Jumpsuit,Women,L,Pink,Winter,UPI,New,Medium,Low,Small,Low,Medium,Medium,Teen,Infrequent,Average,Medium,Medium,'High Sales'
Athleisure,'Forever 21',Leggings,Men,XXL,Pink,Winter,'Net Banking',Returning,High,Low,Small,'Very Low',Medium,Medium,Elder,Moderate,Excellent,Medium,High,'High Sales'
Outerwear,Adidas,Sweatshirt,Men,XL,Red,Summer,Cash,Returning,Medium,Medium,Moderate,Low,High,High,Senior,Moderate,Average,Medium,Medium,'High Sales'
Tops,Levi’s,Trousers,Women,XXL,Yellow,Summer,UPI,Returning,Medium,Medium,Small,High,High,Medium,Teen,Moderate,Average,Medium,Medium,'High Sales'
'Traditional Wear',Gucci,Shorts,Men,L,Pink,All-Season,'Net Banking',New,Medium,Medium,Small,High,High,Medium,Teen,Moderate,Excellent,High,Medium,'High Sales'
Tops,'Under Armour',Blazer,Women,S,Blue,Summer,'Net Banking',New,Medium,Medium,Small,Medium,Medium,Medium,Teen,Infrequent,Average,High,Medium,'High Sales'
Tops,GAP,Kurta,Women,XL,Black,Winter,Cash,New,Medium,High,Moderate,Low,High,High,Teen,Infrequent,Average,Medium,Low,'High Sales'
Outerwear,Wrangler,Leggings,Men,XXL,Green,All-Season,Card,New,Medium,Medium,Small,'Very Low',Medium,Low,Teen,Moderate,Average,High,Medium,'High Sales'
Bottoms,'Ralph Lauren','Casual Shirt',Women,XXL,Pink,Winter,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,Medium,Adult,Moderate,Excellent,Low,Medium,'High Sales'
Outerwear,Reebok,'Casual Shirt',Women,XXL,Green,All-Season,'Net Banking',New,Medium,Medium,Small,High,Medium,Low,Teen,Infrequent,Poor,High,Medium,'High Sales'
Bottoms,Nike,Palazzo,Men,L,Purple,Summer,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Average,High,Medium,'High Sales'
Athleisure,Levi’s,Palazzo,Men,XL,Orange,Winter,Card,Returning,Medium,Medium,Small,Medium,Medium,Medium,Adult,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Zara,Hoodie,Men,S,Purple,All-Season,Cash,New,Medium,Medium,Moderate,High,High,Medium,Adult,Moderate,Excellent,Medium,Medium,'High Sales'
Athleisure,Versace,Shorts,Women,M,White,Winter,UPI,Returning,Medium,Medium,Large,'Very Low',High,Low,Adult,Frequent,Average,High,Medium,'High Sales'
Bottoms,Gucci,Sweatshirt,Men,S,Yellow,Winter,Cash,New,Medium,Medium,Large,'Very Low',Medium,High,Elder,Moderate,Average,High,Medium,'High Sales'
'Traditional Wear',Zara,Palazzo,Men,XL,Green,Summer,Card,Returning,Medium,Medium,Small,'Very Low',High,High,Elder,Moderate,Average,High,Medium,'High Sales'
'Traditional Wear','Forever 21',T-Shirt,Women,S,Yellow,All-Season,UPI,Returning,Medium,Medium,Small,Low,Medium,Medium,Elder,Frequent,Poor,Low,Medium,'High Sales'
Athleisure,Versace,Saree,Women,L,Pink,Winter,Card,New,High,Medium,Moderate,High,High,Low,Teen,Moderate,Excellent,High,Medium,'High Sales'
'Traditional Wear',Zara,'Polo Shirt',Men,XL,Green,All-Season,UPI,New,High,Medium,Small,Low,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Tops,Puma,Sweatshirt,Women,L,Purple,All-Season,UPI,Returning,Medium,Medium,Small,High,Medium,High,Teen,Moderate,Average,Low,Low,'High Sales'
Outerwear,Diesel,Dress,Women,S,White,Winter,UPI,New,Medium,Medium,Moderate,'Very Low',Medium,High,Teen,Moderate,Average,High,High,'High Sales'
Tops,GAP,'Polo Shirt',Women,XL,Blue,Winter,UPI,New,Medium,Low,Large,'Very Low',Medium,Low,Teen,Moderate,Average,Low,Medium,'High Sales'
Bottoms,Balenciaga,Sweatshirt,Men,M,Yellow,Summer,UPI,Returning,Medium,Medium,Large,Medium,High,Medium,Elder,Infrequent,Poor,High,Medium,'High Sales'
Athleisure,Nike,Dress,Men,L,Green,Summer,Cash,New,Medium,Medium,Small,Low,Medium,High,Adult,Moderate,Poor,High,Medium,'High Sales'
Athleisure,Versace,'Formal Shirt',Men,M,Yellow,Winter,Cash,Returning,Medium,Low,Moderate,Low,High,Medium,Senior,Moderate,Average,Medium,Medium,'High Sales'
'Traditional Wear',Levi’s,Tops,Women,L,Red,Winter,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Excellent,High,Medium,'High Sales'
Outerwear,Puma,Leggings,Men,S,Black,All-Season,Cash,Returning,Medium,Medium,Large,Low,High,High,Elder,Infrequent,Average,High,Medium,'High Sales'
Tops,Nike,Jumpsuit,Men,L,Black,Summer,Cash,New,Medium,Medium,Small,'Very Low',High,High,Senior,Moderate,Excellent,Medium,Medium,'High Sales'
Athleisure,Gucci,Palazzo,Women,XXL,Blue,Summer,Card,Returning,Medium,Medium,Moderate,High,High,Low,Elder,Infrequent,Average,High,Medium,'High Sales'
Bottoms,'Under Armour',T-Shirt,Men,S,Red,All-Season,Cash,Returning,Medium,Medium,Small,'Very Low',High,Medium,Elder,Moderate,Poor,Low,Medium,'High Sales'
'Traditional Wear','Under Armour',Saree,Men,M,Green,Summer,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,High,Teen,Moderate,Excellent,High,Medium,'High Sales'
Bottoms,Puma,Jeans,Women,M,Pink,All-Season,UPI,Returning,Medium,Medium,Large,Low,Medium,Medium,Adult,Moderate,Excellent,High,Medium,'High Sales'
Outerwear,GAP,'Casual Shirt',Women,XL,Blue,Winter,UPI,Returning,Medium,Medium,Large,'Very Low',High,Medium,Adult,Moderate,Poor,High,Medium,'High Sales'
Bottoms,Zara,Skirt,Men,XL,White,Summer,'Net Banking',New,Medium,Medium,Large,Low,Medium,Low,Senior,Moderate,Poor,High,Medium,'High Sales'
Athleisure,Wrangler,Skirt,Men,L,Blue,Winter,Cash,New,Medium,Medium,Small,Medium,High,Medium,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,Balenciaga,Skirt,Men,L,Purple,All-Season,Card,Returning,Medium,Medium,Large,Medium,Medium,Medium,Adult,Moderate,Excellent,Low,Medium,'High Sales'
'Traditional Wear',Reebok,'Casual Shirt',Men,S,White,All-Season,'Net Banking',Returning,Medium,Medium,Large,High,Medium,Low,Teen,Moderate,Average,High,Medium,'High Sales'
Athleisure,'Under Armour',Jumpsuit,Women,XXL,Orange,Summer,Cash,New,Medium,Medium,Small,High,High,High,Senior,Moderate,Average,Low,Medium,'High Sales'
'Traditional Wear',Uniqlo,Sweatshirt,Women,S,Pink,All-Season,Card,Returning,Medium,Low,Small,Low,High,Low,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
Bottoms,Diesel,'Casual Shirt',Men,M,White,Winter,Cash,New,Medium,Medium,Small,High,Medium,High,Teen,Moderate,Average,Low,Low,'High Sales'
Tops,'Tommy Hilfiger',Jacket,Women,XXL,Red,Winter,'Net Banking',New,Medium,Medium,Moderate,'Very Low',High,High,Senior,Moderate,Average,High,Medium,'High Sales'
Bottoms,GAP,'Polo Shirt',Women,M,Pink,All-Season,UPI,New,High,Medium,Small,Medium,Medium,Medium,Elder,Moderate,Average,Low,Medium,'High Sales'
Outerwear,Reebok,'Formal Shirt',Women,XL,Pink,Winter,Cash,Returning,Low,Low,Large,Low,High,Medium,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Wrangler,T-Shirt,Men,L,Orange,Summer,Card,New,Medium,Medium,Small,Low,High,Medium,Adult,Frequent,Excellent,Low,Medium,'High Sales'
Bottoms,'Under Armour','Track Pants',Men,XXL,Yellow,Summer,Card,Returning,Medium,Medium,Large,Medium,High,Low,Elder,Moderate,Poor,High,Medium,'High Sales'
Tops,Zara,'Formal Shirt',Women,L,Black,All-Season,Cash,New,Medium,Medium,Moderate,Low,High,High,Elder,Moderate,Average,Medium,Medium,'High Sales'
Bottoms,Puma,Kurta,Women,M,Green,Winter,UPI,Returning,Medium,Medium,Moderate,Medium,Medium,Medium,Teen,Frequent,Average,High,Medium,'High Sales'
Outerwear,Nike,Hoodie,Men,S,Yellow,Summer,UPI,New,Medium,Medium,Moderate,'Very Low',High,Medium,Elder,Infrequent,Average,High,Medium,'High Sales'
Tops,'Louis Vuitton',Jumpsuit,Women,L,Red,Winter,UPI,New,Medium,Medium,Large,'Very Low',High,Low,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Tops,Zara,T-Shirt,Women,XL,Yellow,Winter,UPI,Returning,Medium,Medium,Moderate,High,Medium,Low,Adult,Moderate,Excellent,Medium,Medium,'High Sales'
'Traditional Wear','Under Armour',Jacket,Men,XL,Yellow,Summer,UPI,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Elder,Moderate,Excellent,High,Medium,'High Sales'
Outerwear,Diesel,Jacket,Men,S,Green,All-Season,Cash,Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Average,Medium,Medium,'High Sales'
Bottoms,Adidas,Trousers,Women,S,Orange,All-Season,Cash,Returning,Medium,Medium,Moderate,'Very Low',High,Low,Teen,Moderate,Average,High,Medium,'High Sales'
Tops,'Calvin Klein',Jumpsuit,Men,XL,Orange,Summer,UPI,New,Medium,Medium,Small,'Very Low',High,Medium,Teen,Frequent,Excellent,Medium,Medium,'High Sales'
Tops,'Calvin Klein',Blazer,Men,XL,Purple,Summer,'Net Banking',New,Medium,Medium,Large,'Very Low',Medium,High,Elder,Moderate,Average,Low,Medium,'High Sales'
Athleisure,Gucci,Tops,Women,M,Green,All-Season,Cash,Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Elder,Moderate,Average,Medium,Medium,'High Sales'
Outerwear,'Under Armour',Hoodie,Men,S,Orange,Summer,'Net Banking',New,Medium,Medium,Moderate,'Very Low',High,High,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
'Traditional Wear',GAP,Saree,Men,L,Yellow,All-Season,'Net Banking',Returning,Medium,Medium,Small,Medium,High,High,Senior,Infrequent,Average,Medium,Medium,'High Sales'
'Traditional Wear',GAP,Sweatshirt,Women,XL,Pink,Summer,'Net Banking',New,Medium,Medium,Moderate,High,Medium,High,Teen,Moderate,Average,High,Medium,'High Sales'
Athleisure,Diesel,T-Shirt,Men,XXL,Red,Winter,Cash,Returning,Medium,Low,Moderate,High,High,High,Adult,Moderate,Poor,Low,Medium,'High Sales'
'Traditional Wear',Zara,Dress,Women,XL,Pink,Winter,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,High,Elder,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,Diesel,Shorts,Men,XXL,Pink,Winter,'Net Banking',Returning,Medium,Medium,Large,Low,Medium,Low,Elder,Moderate,Average,High,Medium,'High Sales'
'Traditional Wear',Gucci,Skirt,Women,L,Purple,Summer,Card,Returning,Medium,Medium,Small,High,High,High,Elder,Moderate,Excellent,Medium,Medium,'High Sales'
Outerwear,'Forever 21',Dress,Women,M,Yellow,Winter,UPI,Returning,High,Medium,Large,Medium,High,Low,Teen,Moderate,Average,High,High,'High Sales'
'Traditional Wear',Wrangler,Tops,Women,S,Red,All-Season,UPI,Returning,Medium,Medium,Small,Medium,High,High,Senior,Moderate,Poor,Low,Medium,'High Sales'
Bottoms,'Forever 21','Track Pants',Men,S,Blue,All-Season,UPI,New,Medium,Medium,Small,'Very Low',Medium,Medium,Elder,Infrequent,Excellent,Medium,Medium,'High Sales'
Outerwear,'Louis Vuitton',Tops,Women,L,Orange,Winter,'Net Banking',New,High,Medium,Small,Low,High,High,Senior,Moderate,Average,Medium,High,'High Sales'
Athleisure,Diesel,Shorts,Men,XL,Green,Summer,Card,New,Medium,High,Small,'Very Low',High,High,Senior,Moderate,Average,Medium,Low,'High Sales'
'Traditional Wear',Puma,'Casual Shirt',Men,L,Red,All-Season,'Net Banking',Returning,Low,Medium,Small,Low,High,Low,Senior,Moderate,Average,High,Low,'High Sales'
Bottoms,Zara,Trousers,Men,M,Blue,Winter,'Net Banking',New,Medium,Medium,Small,Medium,Medium,Low,Teen,Moderate,Average,Low,Medium,'High Sales'
Bottoms,'Ralph Lauren',Jumpsuit,Men,XXL,Green,All-Season,UPI,New,Medium,Medium,Large,'Very Low',High,High,Elder,Infrequent,Average,High,Medium,'High Sales'
Bottoms,Reebok,'Casual Shirt',Women,L,Red,All-Season,UPI,Returning,Medium,Medium,Small,'Very Low',High,High,Teen,Moderate,Poor,Low,Medium,'High Sales'
Bottoms,Zara,Dress,Women,S,Blue,Winter,Card,Returning,Medium,Medium,Small,Medium,Medium,Low,Elder,Moderate,Poor,High,Medium,'High Sales'
Tops,H&M,Dress,Women,L,Blue,All-Season,Cash,New,Medium,Medium,Small,Medium,High,High,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
'Traditional Wear',Zara,Blazer,Women,M,Pink,All-Season,Card,New,Medium,Medium,Moderate,Medium,High,High,Elder,Infrequent,Average,High,Medium,'High Sales'
Athleisure,Zara,Sweatshirt,Women,XXL,Red,Summer,UPI,Returning,Medium,Medium,Small,High,Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Outerwear,Nike,'Casual Shirt',Men,L,Pink,All-Season,Card,Returning,Medium,Medium,Moderate,Low,High,High,Adult,Moderate,Excellent,Medium,Medium,'High Sales'
Outerwear,Uniqlo,Jacket,Men,S,Blue,Winter,Cash,Returning,Medium,Medium,Large,Low,Medium,High,Elder,Moderate,Excellent,Low,Medium,'High Sales'
Athleisure,'Forever 21','Formal Shirt',Men,M,Yellow,All-Season,UPI,New,Medium,Medium,Large,'Very Low',Low,Low,Elder,Infrequent,Excellent,Medium,Medium,'High Sales'
Outerwear,Uniqlo,Jeans,Women,M,Red,All-Season,Cash,Returning,Medium,Medium,Small,'Very Low',High,Medium,Teen,Moderate,Average,Medium,Medium,'High Sales'
Outerwear,Puma,Sweatshirt,Women,M,Black,Winter,UPI,Returning,Low,Medium,Large,Low,Medium,Medium,Elder,Moderate,Poor,High,Medium,'High Sales'
Outerwear,Puma,Hoodie,Women,XXL,Red,All-Season,Card,Returning,High,Low,Moderate,Low,High,High,Teen,Infrequent,Excellent,Medium,High,'High Sales'
'Traditional Wear','Louis Vuitton',Skirt,Women,XXL,Pink,Summer,Card,Returning,Medium,Medium,Large,High,High,Medium,Adult,Frequent,Poor,Low,Medium,'High Sales'
Athleisure,Puma,'Casual Shirt',Men,XXL,Purple,Winter,'Net Banking',New,Medium,Medium,Large,'Very Low',Medium,Low,Elder,Moderate,Poor,Medium,Medium,'High Sales'
'Traditional Wear',Adidas,Jacket,Men,XXL,Black,Winter,Cash,Returning,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Poor,Low,Medium,'High Sales'
'Traditional Wear',GAP,'Track Pants',Women,XXL,White,All-Season,Card,Returning,Medium,Medium,Small,Medium,Medium,Medium,Adult,Moderate,Average,Medium,Medium,'High Sales'
Athleisure,Uniqlo,Saree,Women,XL,Pink,Summer,'Net Banking',New,Medium,Medium,Small,'Very Low',Medium,Low,Senior,Moderate,Average,Low,Medium,'High Sales'
Tops,Levi’s,Jumpsuit,Women,XL,Black,All-Season,'Net Banking',Returning,Medium,Medium,Small,High,High,Low,Teen,Infrequent,Poor,High,Medium,'High Sales'
Tops,H&M,T-Shirt,Women,XL,White,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,High,Medium,Medium,Senior,Moderate,Poor,Low,Low,'High Sales'
Bottoms,H&M,Jumpsuit,Men,S,Red,Winter,Cash,Returning,Medium,Medium,Large,'Very Low',High,Low,Adult,Moderate,Average,Medium,Medium,'High Sales'
Bottoms,GAP,Leggings,Women,M,Pink,Summer,'Net Banking',New,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Excellent,Low,Medium,'High Sales'
'Traditional Wear','Louis Vuitton',T-Shirt,Men,S,Black,Summer,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Adult,Moderate,Average,Low,Medium,'High Sales'
Outerwear,'Tommy Hilfiger',Dress,Men,S,Purple,Winter,UPI,New,Medium,Medium,Small,High,Medium,High,Adult,Moderate,Poor,High,Medium,'High Sales'
Bottoms,Uniqlo,Blazer,Men,S,Green,All-Season,Card,Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Elder,Moderate,Average,Low,Medium,'High Sales'
'Traditional Wear',GAP,Tops,Women,M,Purple,Winter,Cash,Returning,Medium,Medium,Large,Medium,High,High,Teen,Infrequent,Excellent,High,Medium,'High Sales'
Tops,'Louis Vuitton',Saree,Men,S,Orange,All-Season,'Net Banking',New,Medium,Medium,Large,'Very Low',High,Medium,Teen,Moderate,Average,Low,Medium,'High Sales'
Athleisure,GAP,'Polo Shirt',Men,XL,Blue,All-Season,Cash,Returning,Medium,Medium,Small,'Very Low',Medium,Low,Adult,Moderate,Poor,Low,Low,'High Sales'
Bottoms,Nike,T-Shirt,Men,M,Green,All-Season,UPI,Returning,Medium,Medium,Small,Medium,Medium,Low,Senior,Moderate,Poor,Low,Medium,'High Sales'
Bottoms,Wrangler,Skirt,Men,L,Blue,Summer,'Net Banking',New,Medium,Medium,Moderate,High,Medium,Low,Teen,Moderate,Poor,High,Medium,'High Sales'
'Traditional Wear','Calvin Klein',T-Shirt,Men,XL,White,Summer,'Net Banking',New,Medium,High,Moderate,Low,Medium,Medium,Teen,Moderate,Average,High,Medium,'High Sales'
Athleisure,Nike,Kurta,Men,S,Red,Summer,Card,Returning,Low,Medium,Small,Medium,Medium,Low,Teen,Moderate,Poor,Low,Low,'High Sales'
'Traditional Wear',Zara,T-Shirt,Women,S,Yellow,Winter,'Net Banking',Returning,Medium,Medium,Moderate,Low,Medium,Medium,Elder,Infrequent,Poor,Low,Medium,'High Sales'
Tops,'Ralph Lauren','Formal Shirt',Women,L,White,Summer,UPI,New,Medium,Medium,Large,Medium,High,Medium,Teen,Moderate,Poor,Low,Medium,'High Sales'
Bottoms,Zara,Saree,Women,L,White,Summer,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,High,Adult,Moderate,Poor,High,Medium,'High Sales'
Outerwear,Diesel,'Casual Shirt',Men,XXL,White,All-Season,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,High,Elder,Moderate,Excellent,High,Medium,'High Sales'
Outerwear,Adidas,'Formal Shirt',Men,M,Green,Winter,'Net Banking',New,Medium,Medium,Moderate,Medium,Medium,High,Adult,Moderate,Poor,Low,Low,'High Sales'
Tops,Uniqlo,Trousers,Women,S,Black,All-Season,Card,Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,Reebok,Shorts,Women,L,Black,Winter,Cash,New,Low,Medium,Small,High,Medium,Medium,Elder,Moderate,Poor,Low,Medium,'High Sales'
Tops,Puma,Leggings,Women,L,Yellow,Winter,Cash,Returning,Low,Medium,Small,Low,Medium,Medium,Teen,Moderate,Average,Medium,Low,'High Sales'
Tops,Wrangler,Trousers,Men,M,Red,Summer,UPI,Returning,High,Medium,Moderate,Low,High,High,Adult,Moderate,Average,High,High,'High Sales'
Outerwear,'Louis Vuitton','Track Pants',Women,S,Yellow,All-Season,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,Low,Teen,Moderate,Excellent,High,Medium,'High Sales'
Bottoms,'Calvin Klein',Sweatshirt,Men,XL,Orange,Winter,Cash,Returning,High,Medium,Moderate,'Very Low',High,Low,Adult,Moderate,Poor,Low,High,'High Sales'
Outerwear,Diesel,Trousers,Men,S,Yellow,Summer,'Net Banking',New,Medium,Medium,Large,'Very Low',High,Medium,Senior,Moderate,Poor,Low,Medium,'High Sales'
Tops,Versace,Kurta,Women,L,Pink,Winter,Cash,New,Medium,Medium,Moderate,High,High,High,Senior,Moderate,Excellent,Low,Medium,'High Sales'
Tops,Puma,Jacket,Women,XL,White,Summer,Cash,Returning,Medium,Medium,Moderate,'Very Low',High,Medium,Elder,Moderate,Average,Low,Medium,'High Sales'
Bottoms,'Under Armour','Track Pants',Men,S,Pink,Summer,UPI,New,Low,Medium,Large,High,Medium,High,Adult,Moderate,Poor,High,Low,'High Sales'
Bottoms,Nike,Hoodie,Men,L,White,Summer,Card,New,Medium,Medium,Large,Low,Medium,Medium,Adult,Moderate,Average,Low,Medium,'High Sales'
Tops,'Ralph Lauren',Shorts,Women,S,Blue,Winter,'Net Banking',New,Medium,Medium,Large,Low,Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,Zara,T-Shirt,Men,L,White,Winter,UPI,New,Medium,Low,Moderate,Low,High,Low,Teen,Moderate,Average,Low,High,'High Sales'
'Traditional Wear','Ralph Lauren',Shorts,Men,L,Pink,Winter,Cash,Returning,Medium,Medium,Moderate,'Very Low',High,High,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
Bottoms,'Tommy Hilfiger',Dress,Men,S,Black,Summer,Card,Returning,Medium,Medium,Moderate,Medium,Low,High,Adult,Moderate,Poor,Low,Medium,'High Sales'
'Traditional Wear',Reebok,Jumpsuit,Men,S,Purple,All-Season,Cash,Returning,Medium,Medium,Moderate,High,High,High,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Outerwear,Levi’s,Dress,Men,M,Green,Summer,Cash,Returning,Low,Medium,Small,'Very Low',Medium,High,Elder,Infrequent,Average,High,Low,'High Sales'
Outerwear,Balenciaga,Jeans,Women,XL,Black,All-Season,Cash,New,Medium,Low,Moderate,Low,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Diesel,'Casual Shirt',Men,M,Purple,All-Season,UPI,New,High,Low,Large,Medium,Medium,Medium,Senior,Moderate,Excellent,High,High,'High Sales'
Outerwear,Reebok,Tops,Women,M,Red,All-Season,Card,Returning,Medium,Medium,Small,'Very Low',High,Medium,Elder,Moderate,Excellent,Medium,Medium,'High Sales'
Bottoms,Adidas,Jumpsuit,Men,S,Blue,Winter,Cash,New,Medium,Medium,Moderate,Medium,Medium,Medium,Adult,Moderate,Excellent,High,Medium,'High Sales'
Bottoms,Puma,'Casual Shirt',Men,L,Blue,Summer,'Net Banking',Returning,Low,Medium,Small,Medium,Medium,Low,Elder,Moderate,Average,Low,Medium,'High Sales'
Athleisure,Versace,Dress,Men,XXL,Red,All-Season,Cash,New,Medium,Medium,Small,High,High,Low,Elder,Infrequent,Excellent,Low,Medium,'High Sales'
Outerwear,Balenciaga,'Track Pants',Men,XXL,White,All-Season,Cash,New,Medium,Medium,Large,High,High,Low,Senior,Moderate,Excellent,Medium,Medium,'High Sales'
'Traditional Wear',Wrangler,Skirt,Men,L,Orange,Winter,Card,Returning,Medium,Low,Moderate,'Very Low',High,Medium,Senior,Moderate,Excellent,Low,Medium,'High Sales'
Outerwear,'Louis Vuitton',Palazzo,Men,M,Orange,All-Season,Cash,New,Medium,Medium,Small,Low,Low,Low,Senior,Moderate,Poor,High,Medium,'High Sales'
Tops,Levi’s,'Casual Shirt',Men,XXL,Green,All-Season,Card,New,Medium,Medium,Small,'Very Low',High,High,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Outerwear,'Tommy Hilfiger',Trousers,Men,XXL,Yellow,Winter,Cash,Returning,Medium,Medium,Small,Low,High,Low,Elder,Moderate,Average,Low,Medium,'High Sales'
'Traditional Wear','Forever 21',Jumpsuit,Men,M,Yellow,Summer,'Net Banking',Returning,Medium,Medium,Small,Low,High,Medium,Elder,Moderate,Poor,Medium,Medium,'High Sales'
Tops,Levi’s,Jeans,Men,L,Black,Summer,'Net Banking',Returning,Medium,Medium,Moderate,Low,High,Low,Adult,Infrequent,Poor,High,Medium,'High Sales'
Outerwear,Levi’s,Sweatshirt,Men,M,Black,Winter,'Net Banking',New,Medium,Medium,Small,'Very Low',Medium,Medium,Adult,Moderate,Poor,Medium,Medium,'High Sales'
'Traditional Wear',Puma,Jacket,Men,XXL,Purple,Winter,Cash,Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Teen,Moderate,Excellent,Low,Medium,'High Sales'
Athleisure,'Louis Vuitton','Polo Shirt',Women,XXL,Orange,All-Season,'Net Banking',Returning,Medium,Medium,Small,Low,High,High,Senior,Moderate,Average,Low,Medium,'High Sales'
Athleisure,GAP,Trousers,Women,S,White,Winter,UPI,Returning,Medium,High,Small,High,Medium,Medium,Elder,Moderate,Poor,Low,Low,'High Sales'
Bottoms,Reebok,Tops,Women,S,Black,All-Season,Cash,New,Medium,Low,Small,'Very Low',Medium,Low,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,'Ralph Lauren',T-Shirt,Men,XL,Blue,Summer,'Net Banking',Returning,Medium,Medium,Moderate,Low,Medium,Medium,Teen,Moderate,Average,High,Low,'High Sales'
